Mubicipality,Year,Month,Labor Force,Employed,Unemployed,Unemployment Rate
CLINTON COUNTY,2018,12,"20,327","19,552",775,3.8
CLINTON COUNTY,2018,13,"20,465","19,750",715,3.5
COLES COUNTY,2018,1,"24,593","23,415","1,178",4.8
COLES COUNTY,2018,2,"24,942","23,786","1,156",4.6
COLES COUNTY,2018,3,"24,778","23,660","1,118",4.5
COLES COUNTY,2018,4,"24,644","23,712",932,3.8
COLES COUNTY,2018,5,"23,576","22,588",988,4.2
COLES COUNTY,2018,6,"23,435","22,158","1,277",5.4
COLES COUNTY,2018,7,"23,205","21,948","1,257",5.4
COLES COUNTY,2018,8,"23,243","22,103","1,140",4.9
COLES COUNTY,2018,9,"24,581","23,533","1,048",4.3
COLES COUNTY,2018,10,"24,800","23,676","1,124",4.5
COLES COUNTY,2018,11,"24,593","23,535","1,058",4.3
COLES COUNTY,2018,12,"24,333","23,163","1,170",4.8
COLES COUNTY,2018,13,"24,227","23,106","1,121",4.6
COOK COUNTY,2018,1,"2,586,851","2,455,584","131,267",5.1
COOK COUNTY,2018,2,"2,611,599","2,486,314","125,285",4.8
COOK COUNTY,2018,3,"2,599,238","2,495,176","104,062",4
COOK COUNTY,2018,4,"2,581,034","2,482,962","98,072",3.8
COOK COUNTY,2018,5,"2,583,850","2,491,562","92,288",3.6
COOK COUNTY,2018,6,"2,646,147","2,522,273","123,874",4.7
COOK COUNTY,2018,7,"2,643,707","2,526,992","116,715",4.4
COOK COUNTY,2018,8,"2,604,026","2,494,166","109,860",4.2
COOK COUNTY,2018,9,"2,582,190","2,485,336","96,854",3.8
COOK COUNTY,2018,10,"2,597,361","2,494,748","102,613",4
COOK COUNTY,2018,11,"2,596,880","2,502,500","94,380",3.6
COOK COUNTY,2018,12,"2,592,728","2,492,977","99,751",3.8
COOK COUNTY,2018,13,"2,602,134","2,494,216","107,918",4.1
CRAWFORD COUNTY,2018,1,"8,773","8,263",510,5.8
CRAWFORD COUNTY,2018,2,"8,784","8,260",524,6
CRAWFORD COUNTY,2018,3,"8,828","8,350",478,5.4
CRAWFORD COUNTY,2018,4,"8,787","8,415",372,4.2
CRAWFORD COUNTY,2018,5,"8,657","8,259",398,4.6
CRAWFORD COUNTY,2018,6,"8,847","8,363",484,5.5
CRAWFORD COUNTY,2018,7,"8,651","8,175",476,5.5
CRAWFORD COUNTY,2018,8,"8,535","8,065",470,5.5
CRAWFORD COUNTY,2018,9,"8,663","8,242",421,4.9
CRAWFORD COUNTY,2018,10,"8,708","8,290",418,4.8
CRAWFORD COUNTY,2018,11,"8,807","8,397",410,4.7
CRAWFORD COUNTY,2018,12,"8,694","8,177",517,5.9
CRAWFORD COUNTY,2018,13,"8,728","8,271",457,5.2
CUMBERLAND COUNTY,2018,1,"6,101","5,798",303,5
CUMBERLAND COUNTY,2018,2,"6,119","5,833",286,4.7
CUMBERLAND COUNTY,2018,3,"6,169","5,908",261,4.2
CUMBERLAND COUNTY,2018,4,"6,212","6,006",206,3.3
CUMBERLAND COUNTY,2018,5,"6,142","5,947",195,3.2
CUMBERLAND COUNTY,2018,6,"6,062","5,836",226,3.7
CUMBERLAND COUNTY,2018,7,"6,123","5,900",223,3.6
CUMBERLAND COUNTY,2018,8,"5,986","5,739",247,4.1
CUMBERLAND COUNTY,2018,9,"6,120","5,892",228,3.7
CUMBERLAND COUNTY,2018,10,"6,122","5,908",214,3.5
CUMBERLAND COUNTY,2018,11,"6,075","5,863",212,3.5
CUMBERLAND COUNTY,2018,12,"6,041","5,774",267,4.4
CUMBERLAND COUNTY,2018,13,"6,106","5,867",239,3.9
DEKALB COUNTY,2018,1,"54,391","51,755","2,636",4.8
DEKALB COUNTY,2018,2,"54,800","52,251","2,549",4.7
DEKALB COUNTY,2018,3,"55,083","52,633","2,450",4.4
DEKALB COUNTY,2018,4,"54,660","52,690","1,970",3.6
DEKALB COUNTY,2018,5,"55,278","53,275","2,003",3.6
DEKALB COUNTY,2018,6,"55,853","53,362","2,491",4.5
DEKALB COUNTY,2018,7,"56,184","53,715","2,469",4.4
DEKALB COUNTY,2018,8,"54,990","52,668","2,322",4.2
DEKALB COUNTY,2018,9,"55,251","53,065","2,186",4
DEKALB COUNTY,2018,10,"55,685","53,296","2,389",4.3
DEKALB COUNTY,2018,11,"56,008","53,403","2,605",4.7
DEKALB COUNTY,2018,12,"55,345","52,713","2,632",4.8
DEKALB COUNTY,2018,13,"55,294","52,902","2,392",4.3
DE WITT COUNTY,2018,1,"7,445","7,019",426,5.7
DE WITT COUNTY,2018,2,"7,613","7,222",391,5.1
DE WITT COUNTY,2018,3,"7,651","7,263",388,5.1
DE WITT COUNTY,2018,4,"7,687","7,364",323,4.2
DE WITT COUNTY,2018,5,"7,644","7,330",314,4.1
DE WITT COUNTY,2018,6,"7,513","7,138",375,5
DE WITT COUNTY,2018,7,"7,534","7,169",365,4.8
DE WITT COUNTY,2018,8,"7,430","7,044",386,5.2
DE WITT COUNTY,2018,9,"7,589","7,235",354,4.7
DE WITT COUNTY,2018,10,"7,643","7,268",375,4.9
DE WITT COUNTY,2018,11,"7,643","7,275",368,4.8
DE WITT COUNTY,2018,12,"7,513","7,073",440,5.9
DE WITT COUNTY,2018,13,"7,575","7,200",375,5
DOUGLAS COUNTY,2018,1,"10,023","9,574",449,4.5
DOUGLAS COUNTY,2018,2,"10,219","9,778",441,4.3
DOUGLAS COUNTY,2018,3,"10,237","9,801",436,4.3
DOUGLAS COUNTY,2018,4,"10,325","9,967",358,3.5
DOUGLAS COUNTY,2018,5,"10,380","10,035",345,3.3
DOUGLAS COUNTY,2018,6,"10,398","9,944",454,4.4
DOUGLAS COUNTY,2018,7,"10,475","10,024",451,4.3
DOUGLAS COUNTY,2018,8,"10,121","9,701",420,4.1
DOUGLAS COUNTY,2018,9,"10,347","9,968",379,3.7
DOUGLAS COUNTY,2018,10,"10,466","10,075",391,3.7
DOUGLAS COUNTY,2018,11,"10,402","10,022",380,3.7
DOUGLAS COUNTY,2018,12,"10,266","9,851",415,4
DOUGLAS COUNTY,2018,13,"10,305","9,895",410,4
DUPAGE COUNTY,2018,1,"504,717","484,805","19,912",3.9
DUPAGE COUNTY,2018,2,"509,748","490,917","18,831",3.7
DUPAGE COUNTY,2018,3,"508,285","492,621","15,664",3.1
DUPAGE COUNTY,2018,4,"504,931","490,277","14,654",2.9
DUPAGE COUNTY,2018,5,"505,768","491,970","13,798",2.7
DUPAGE COUNTY,2018,6,"517,227","498,009","19,218",3.7
DUPAGE COUNTY,2018,7,"516,583","498,951","17,632",3.4
DUPAGE COUNTY,2018,8,"508,849","492,496","16,353",3.2
DUPAGE COUNTY,2018,9,"505,568","490,783","14,785",2.9
DUPAGE COUNTY,2018,10,"508,551","492,649","15,902",3.1
DUPAGE COUNTY,2018,11,"508,465","494,144","14,321",2.8
DUPAGE COUNTY,2018,12,"507,053","492,183","14,870",2.9
DUPAGE COUNTY,2018,13,"508,812","492,484","16,328",3.2
EDGAR COUNTY,2018,1,"9,224","8,748",476,5.2
EDGAR COUNTY,2018,2,"9,174","8,730",444,4.8
EDGAR COUNTY,2018,3,"9,139","8,732",407,4.5
EDGAR COUNTY,2018,4,"9,384","9,031",353,3.8
EDGAR COUNTY,2018,5,"9,478","9,143",335,3.5
EDGAR COUNTY,2018,6,"9,449","8,999",450,4.8
EDGAR COUNTY,2018,7,"9,479","9,021",458,4.8
EDGAR COUNTY,2018,8,"9,129","8,691",438,4.8
EDGAR COUNTY,2018,9,"9,202","8,808",394,4.3
EDGAR COUNTY,2018,10,"9,329","8,904",425,4.6
EDGAR COUNTY,2018,11,"9,316","8,892",424,4.6
EDGAR COUNTY,2018,12,"9,165","8,690",475,5.2
EDGAR COUNTY,2018,13,"9,289","8,866",423,4.6
EDWARDS COUNTY,2018,1,"2,721","2,581",140,5.1
EDWARDS COUNTY,2018,2,"2,764","2,629",135,4.9
EDWARDS COUNTY,2018,3,"2,741","2,617",124,4.5
EDWARDS COUNTY,2018,4,"2,794","2,689",105,3.8
EDWARDS COUNTY,2018,5,"2,813","2,720",93,3.3
EDWARDS COUNTY,2018,6,"2,877","2,751",126,4.4
EDWARDS COUNTY,2018,7,"2,867","2,752",115,4
EDWARDS COUNTY,2018,8,"2,793","2,669",124,4.4
EDWARDS COUNTY,2018,9,"2,755","2,642",113,4.1
EDWARDS COUNTY,2018,10,"2,785","2,662",123,4.4
EDWARDS COUNTY,2018,11,"2,746","2,628",118,4.3
EDWARDS COUNTY,2018,12,"2,733","2,582",151,5.5
EDWARDS COUNTY,2018,13,"2,782","2,660",122,4.4
EFFINGHAM COUNTY,2018,1,"19,099","18,227",872,4.6
EFFINGHAM COUNTY,2018,2,"19,119","18,306",813,4.3
EFFINGHAM COUNTY,2018,3,"19,238","18,497",741,3.9
EFFINGHAM COUNTY,2018,4,"19,207","18,615",592,3.1
EFFINGHAM COUNTY,2018,5,"19,346","18,782",564,2.9
EFFINGHAM COUNTY,2018,6,"19,504","18,796",708,3.6
EFFINGHAM COUNTY,2018,7,"19,467","18,762",705,3.6
EFFINGHAM COUNTY,2018,8,"19,086","18,390",696,3.6
EFFINGHAM COUNTY,2018,9,"18,985","18,343",642,3.4
EFFINGHAM COUNTY,2018,10,"19,105","18,414",691,3.6
EFFINGHAM COUNTY,2018,11,"19,121","18,470",651,3.4
EFFINGHAM COUNTY,2018,12,"19,207","18,459",748,3.9
EFFINGHAM COUNTY,2018,13,"19,207","18,505",702,3.7
FAYETTE COUNTY,2018,1,"9,650","9,004",646,6.7
FAYETTE COUNTY,2018,2,"9,658","9,068",590,6.1
FAYETTE COUNTY,2018,3,"9,691","9,163",528,5.4
FAYETTE COUNTY,2018,4,"9,867","9,426",441,4.5
FAYETTE COUNTY,2018,5,"10,003","9,591",412,4.1
FAYETTE COUNTY,2018,6,"9,944","9,452",492,4.9
FAYETTE COUNTY,2018,7,"9,889","9,396",493,5
FAYETTE COUNTY,2018,8,"9,708","9,235",473,4.9
FAYETTE COUNTY,2018,9,"9,842","9,402",440,4.5
FAYETTE COUNTY,2018,10,"9,849","9,394",455,4.6
FAYETTE COUNTY,2018,11,"9,781","9,306",475,4.9
FAYETTE COUNTY,2018,12,"9,848","9,253",595,6
FAYETTE COUNTY,2018,13,"9,811","9,308",503,5.1
FORD COUNTY,2018,1,"6,099","5,760",339,5.6
FORD COUNTY,2018,2,"6,447","6,120",327,5.1
FORD COUNTY,2018,3,"6,491","6,191",300,4.6
FORD COUNTY,2018,4,"6,601","6,351",250,3.8
FORD COUNTY,2018,5,"6,568","6,325",243,3.7
FORD COUNTY,2018,6,"6,350","6,030",320,5
FORD COUNTY,2018,7,"6,434","6,114",320,5
FORD COUNTY,2018,8,"6,129","5,829",300,4.9
FORD COUNTY,2018,9,"6,539","6,264",275,4.2
FORD COUNTY,2018,10,"6,640","6,349",291,4.4
FORD COUNTY,2018,11,"6,552","6,260",292,4.5
FORD COUNTY,2018,12,"6,447","6,112",335,5.2
FORD COUNTY,2018,13,"6,441","6,142",299,4.6
FRANKLIN COUNTY,2018,1,"16,770","15,658","1,112",6.6
FRANKLIN COUNTY,2018,2,"16,952","15,872","1,080",6.4
FRANKLIN COUNTY,2018,3,"16,959","15,923","1,036",6.1
FRANKLIN COUNTY,2018,4,"17,164","16,259",905,5.3
FRANKLIN COUNTY,2018,5,"16,921","16,031",890,5.3
FRANKLIN COUNTY,2018,6,"16,843","15,769","1,074",6.4
FRANKLIN COUNTY,2018,7,"17,222","16,123","1,099",6.4
FRANKLIN COUNTY,2018,8,"16,771","15,742","1,029",6.1
FRANKLIN COUNTY,2018,9,"16,960","16,005",955,5.6
FRANKLIN COUNTY,2018,10,"16,877","15,889",988,5.9
FRANKLIN COUNTY,2018,11,"16,774","15,774","1,000",6
FRANKLIN COUNTY,2018,12,"16,677","15,563","1,114",6.7
FRANKLIN COUNTY,2018,13,"16,908","15,884","1,024",6.1
FULTON COUNTY,2018,1,"15,071","13,970","1,101",7.3
FULTON COUNTY,2018,2,"15,246","14,174","1,072",7
FULTON COUNTY,2018,3,"15,323","14,316","1,007",6.6
FULTON COUNTY,2018,4,"15,311","14,490",821,5.4
FULTON COUNTY,2018,5,"15,455","14,662",793,5.1
FULTON COUNTY,2018,6,"15,447","14,462",985,6.4
FULTON COUNTY,2018,7,"15,355","14,413",942,6.1
FULTON COUNTY,2018,8,"15,187","14,292",895,5.9
FULTON COUNTY,2018,9,"15,204","14,405",799,5.3
FULTON COUNTY,2018,10,"15,370","14,534",836,5.4
FULTON COUNTY,2018,11,"15,249","14,403",846,5.5
FULTON COUNTY,2018,12,"15,177","14,133","1,044",6.9
FULTON COUNTY,2018,13,"15,283","14,355",928,6.1
GALLATIN COUNTY,2018,1,"2,388","2,249",139,5.8
GALLATIN COUNTY,2018,2,"2,381","2,241",140,5.9
GALLATIN COUNTY,2018,3,"2,414","2,278",136,5.6
GALLATIN COUNTY,2018,4,"2,487","2,369",118,4.7
GALLATIN COUNTY,2018,5,"2,493","2,370",123,4.9
GALLATIN COUNTY,2018,6,"2,519","2,372",147,5.8
GALLATIN COUNTY,2018,7,"2,512","2,358",154,6.1
GALLATIN COUNTY,2018,8,"2,434","2,280",154,6.3
GALLATIN COUNTY,2018,9,"2,457","2,327",130,5.3
GALLATIN COUNTY,2018,10,"2,434","2,303",131,5.4
GALLATIN COUNTY,2018,11,"2,413","2,281",132,5.5
GALLATIN COUNTY,2018,12,"2,401","2,261",140,5.8
GALLATIN COUNTY,2018,13,"2,444","2,307",137,5.6
GREENE COUNTY,2018,1,"5,869","5,542",327,5.6
GREENE COUNTY,2018,2,"5,919","5,602",317,5.4
GREENE COUNTY,2018,3,"5,998","5,682",316,5.3
GREENE COUNTY,2018,4,"5,988","5,734",254,4.2
GREENE COUNTY,2018,5,"6,081","5,838",243,4
GREENE COUNTY,2018,6,"6,184","5,894",290,4.7
GREENE COUNTY,2018,7,"6,135","5,846",289,4.7
GREENE COUNTY,2018,8,"5,989","5,710",279,4.7
GREENE COUNTY,2018,9,"6,050","5,789",261,4.3
GREENE COUNTY,2018,10,"6,046","5,770",276,4.6
GREENE COUNTY,2018,11,"6,051","5,775",276,4.6
GREENE COUNTY,2018,12,"5,922","5,607",315,5.3
GREENE COUNTY,2018,13,"6,019","5,732",287,4.8
GRUNDY COUNTY,2018,1,"25,684","23,858","1,826",7.1
GRUNDY COUNTY,2018,2,"25,872","24,162","1,710",6.6
GRUNDY COUNTY,2018,3,"25,584","24,270","1,314",5.1
GRUNDY COUNTY,2018,4,"25,290","24,191","1,099",4.3
GRUNDY COUNTY,2018,5,"25,299","24,308",991,3.9
GRUNDY COUNTY,2018,6,"25,956","24,600","1,356",5.2
GRUNDY COUNTY,2018,7,"25,880","24,655","1,225",4.7
GRUNDY COUNTY,2018,8,"25,374","24,288","1,086",4.3
GRUNDY COUNTY,2018,9,"25,146","24,223",923,3.7
GRUNDY COUNTY,2018,10,"25,257","24,305",952,3.8
GRUNDY COUNTY,2018,11,"25,297","24,345",952,3.8
GRUNDY COUNTY,2018,12,"25,405","24,204","1,201",4.7
GRUNDY COUNTY,2018,13,"25,504","24,284","1,220",4.8
HAMILTON COUNTY,2018,1,"4,412","4,189",223,5.1
HAMILTON COUNTY,2018,2,"4,415","4,188",227,5.1
HAMILTON COUNTY,2018,3,"4,428","4,219",209,4.7
HAMILTON COUNTY,2018,4,"4,535","4,353",182,4
HAMILTON COUNTY,2018,5,"4,582","4,413",169,3.7
HAMILTON COUNTY,2018,6,"4,611","4,417",194,4.2
HAMILTON COUNTY,2018,7,"4,453","4,263",190,4.3
HAMILTON COUNTY,2018,8,"4,314","4,122",192,4.5
HAMILTON COUNTY,2018,9,"4,538","4,359",179,3.9
HAMILTON COUNTY,2018,10,"4,536","4,360",176,3.9
HAMILTON COUNTY,2018,11,"4,484","4,297",187,4.2
HAMILTON COUNTY,2018,12,"4,471","4,270",201,4.5
HAMILTON COUNTY,2018,13,"4,482","4,288",194,4.3
HANCOCK COUNTY,2018,1,"8,254","7,793",461,5.6
HANCOCK COUNTY,2018,2,"8,194","7,760",434,5.3
HANCOCK COUNTY,2018,3,"8,420","8,020",400,4.8
HANCOCK COUNTY,2018,4,"8,568","8,237",331,3.9
HANCOCK COUNTY,2018,5,"8,674","8,355",319,3.7
HANCOCK COUNTY,2018,6,"8,794","8,392",402,4.6
HANCOCK COUNTY,2018,7,"8,653","8,264",389,4.5
HANCOCK COUNTY,2018,8,"8,418","8,010",408,4.8
HANCOCK COUNTY,2018,9,"8,566","8,194",372,4.3
HANCOCK COUNTY,2018,10,"8,638","8,267",371,4.3
HANCOCK COUNTY,2018,11,"8,490","8,140",350,4.1
HANCOCK COUNTY,2018,12,"8,388","7,947",441,5.3
HANCOCK COUNTY,2018,13,"8,505","8,115",390,4.6
HARDIN COUNTY,2018,1,"1,310","1,201",109,8.3
HARDIN COUNTY,2018,2,"1,299","1,197",102,7.9
HARDIN COUNTY,2018,3,"1,301","1,210",91,7
HARDIN COUNTY,2018,4,"1,316","1,231",85,6.5
HARDIN COUNTY,2018,5,"1,376","1,281",95,6.9
HARDIN COUNTY,2018,6,"1,378","1,256",122,8.9
HARDIN COUNTY,2018,7,"1,371","1,257",114,8.3
HARDIN COUNTY,2018,8,"1,330","1,229",101,7.6
HARDIN COUNTY,2018,9,"1,327","1,234",93,7
HARDIN COUNTY,2018,10,"1,330","1,232",98,7.4
HARDIN COUNTY,2018,11,"1,309","1,216",93,7.1
HARDIN COUNTY,2018,12,"1,369","1,261",108,7.9
HARDIN COUNTY,2018,13,"1,335","1,234",101,7.6
HENDERSON COUNTY,2018,1,"3,521","3,295",226,6.4
HENDERSON COUNTY,2018,2,"3,532","3,324",208,5.9
HENDERSON COUNTY,2018,3,"3,654","3,461",193,5.3
HENDERSON COUNTY,2018,4,"3,685","3,544",141,3.8
HENDERSON COUNTY,2018,5,"3,737","3,599",138,3.7
HENDERSON COUNTY,2018,6,"3,760","3,594",166,4.4
HENDERSON COUNTY,2018,7,"3,779","3,610",169,4.5
HENDERSON COUNTY,2018,8,"3,658","3,482",176,4.8
HENDERSON COUNTY,2018,9,"3,654","3,499",155,4.2
HENDERSON COUNTY,2018,10,"3,694","3,527",167,4.5
HENDERSON COUNTY,2018,11,"3,663","3,486",177,4.8
HENDERSON COUNTY,2018,12,"3,620","3,406",214,5.9
HENDERSON COUNTY,2018,13,"3,664","3,486",178,4.9
HENRY COUNTY,2018,1,"24,729","23,296","1,433",5.8
HENRY COUNTY,2018,2,"24,759","23,368","1,391",5.6
HENRY COUNTY,2018,3,"24,928","23,631","1,297",5.2
HENRY COUNTY,2018,4,"25,034","23,962","1,072",4.3
HENRY COUNTY,2018,5,"25,297","24,269","1,028",4.1
HENRY COUNTY,2018,6,"25,557","24,360","1,197",4.7
HENRY COUNTY,2018,7,"25,579","24,439","1,140",4.5
HENRY COUNTY,2018,8,"25,011","23,828","1,183",4.7
HENRY COUNTY,2018,9,"25,166","23,999","1,167",4.6
HENRY COUNTY,2018,10,"25,229","23,977","1,252",5
HENRY COUNTY,2018,11,"25,098","23,932","1,166",4.6
HENRY COUNTY,2018,12,"25,051","23,572","1,479",5.9
HENRY COUNTY,2018,13,"25,120","23,886","1,234",4.9
IROQUOIS COUNTY,2018,1,"13,924","13,147",777,5.6
IROQUOIS COUNTY,2018,2,"14,046","13,307",739,5.3
IROQUOIS COUNTY,2018,3,"14,300","13,601",699,4.9
IROQUOIS COUNTY,2018,4,"14,523","13,990",533,3.7
IROQUOIS COUNTY,2018,5,"14,570","14,071",499,3.4
IROQUOIS COUNTY,2018,6,"14,801","14,202",599,4
IROQUOIS COUNTY,2018,7,"14,811","14,237",574,3.9
IROQUOIS COUNTY,2018,8,"14,308","13,719",589,4.1
IROQUOIS COUNTY,2018,9,"14,645","14,069",576,3.9
IROQUOIS COUNTY,2018,10,"14,735","14,127",608,4.1
IROQUOIS COUNTY,2018,11,"14,652","14,051",601,4.1
IROQUOIS COUNTY,2018,12,"14,499","13,734",765,5.3
IROQUOIS COUNTY,2018,13,"14,485","13,855",630,4.3
JACKSON COUNTY,2018,1,"27,278","25,971","1,307",4.8
JACKSON COUNTY,2018,2,"28,049","26,813","1,236",4.4
JACKSON COUNTY,2018,3,"28,086","26,863","1,223",4.4
JACKSON COUNTY,2018,4,"28,309","27,256","1,053",3.7
JACKSON COUNTY,2018,5,"27,676","26,604","1,072",3.9
JACKSON COUNTY,2018,6,"27,238","25,874","1,364",5
JACKSON COUNTY,2018,7,"28,101","26,734","1,367",4.9
JACKSON COUNTY,2018,8,"27,614","26,279","1,335",4.8
JACKSON COUNTY,2018,9,"28,483","27,265","1,218",4.3
JACKSON COUNTY,2018,10,"28,807","27,507","1,300",4.5
JACKSON COUNTY,2018,11,"28,888","27,664","1,224",4.2
JACKSON COUNTY,2018,12,"28,454","27,146","1,308",4.6
JACKSON COUNTY,2018,13,"28,082","26,831","1,251",4.5
JASPER COUNTY,2018,1,"4,519","4,256",263,5.8
JASPER COUNTY,2018,2,"4,557","4,290",267,5.9
JASPER COUNTY,2018,3,"4,639","4,409",230,5
JASPER COUNTY,2018,4,"4,658","4,479",179,3.8
JASPER COUNTY,2018,5,"4,786","4,595",191,4
JASPER COUNTY,2018,6,"4,717","4,475",242,5.1
JASPER COUNTY,2018,7,"4,653","4,411",242,5.2
JASPER COUNTY,2018,8,"4,615","4,374",241,5.2
JASPER COUNTY,2018,9,"4,592","4,378",214,4.7
JASPER COUNTY,2018,10,"4,609","4,391",218,4.7
JASPER COUNTY,2018,11,"4,553","4,358",195,4.3
JASPER COUNTY,2018,12,"4,508","4,273",235,5.2
JASPER COUNTY,2018,13,"4,617","4,391",226,4.9
JEFFERSON COUNTY,2018,1,"17,655","16,668",987,5.6
JEFFERSON COUNTY,2018,2,"17,762","16,805",957,5.4
JEFFERSON COUNTY,2018,3,"17,773","16,856",917,5.2
JEFFERSON COUNTY,2018,4,"17,891","17,089",802,4.5
JEFFERSON COUNTY,2018,5,"17,835","17,025",810,4.5
JEFFERSON COUNTY,2018,6,"17,966","16,947","1,019",5.7
JEFFERSON COUNTY,2018,7,"18,087","17,059","1,028",5.7
JEFFERSON COUNTY,2018,8,"17,617","16,660",957,5.4
JEFFERSON COUNTY,2018,9,"17,709","16,848",861,4.9
JEFFERSON COUNTY,2018,10,"17,774","16,896",878,4.9
JEFFERSON COUNTY,2018,11,"17,678","16,816",862,4.9
JEFFERSON COUNTY,2018,12,"17,633","16,690",943,5.3
JEFFERSON COUNTY,2018,13,"17,781","16,863",918,5.2
JERSEY COUNTY,2018,1,"10,931","10,323",608,5.6
JERSEY COUNTY,2018,2,"11,009","10,408",601,5.5
JERSEY COUNTY,2018,3,"10,996","10,453",543,4.9
JERSEY COUNTY,2018,4,"10,978","10,519",459,4.2
JERSEY COUNTY,2018,5,"11,049","10,565",484,4.4
JERSEY COUNTY,2018,6,"11,108","10,568",540,4.9
JERSEY COUNTY,2018,7,"11,069","10,553",516,4.7
JERSEY COUNTY,2018,8,"10,888","10,382",506,4.6
JERSEY COUNTY,2018,9,"10,935","10,473",462,4.2
JERSEY COUNTY,2018,10,"11,021","10,522",499,4.5
JERSEY COUNTY,2018,11,"10,989","10,503",486,4.4
JERSEY COUNTY,2018,12,"10,995","10,414",581,5.3
JERSEY COUNTY,2018,13,"10,998","10,474",524,4.8
JO DAVIESS COUNTY,2018,1,"10,754","10,117",637,5.9
JO DAVIESS COUNTY,2018,2,"10,744","10,128",616,5.7
JO DAVIESS COUNTY,2018,3,"10,815","10,238",577,5.3
JO DAVIESS COUNTY,2018,4,"11,036","10,608",428,3.9
JO DAVIESS COUNTY,2018,5,"11,334","10,982",352,3.1
JO DAVIESS COUNTY,2018,6,"11,570","11,147",423,3.7
JO DAVIESS COUNTY,2018,7,"11,481","11,094",387,3.4
JO DAVIESS COUNTY,2018,8,"11,145","10,740",405,3.6
JO DAVIESS COUNTY,2018,9,"11,156","10,759",397,3.6
JO DAVIESS COUNTY,2018,10,"11,056","10,634",422,3.8
JO DAVIESS COUNTY,2018,11,"10,814","10,385",429,4
JO DAVIESS COUNTY,2018,12,"10,766","10,192",574,5.3
JO DAVIESS COUNTY,2018,13,"11,056","10,585",471,4.3
JOHNSON COUNTY,2018,1,"4,079","3,722",357,8.8
JOHNSON COUNTY,2018,2,"4,178","3,825",353,8.4
JOHNSON COUNTY,2018,3,"4,180","3,851",329,7.9
JOHNSON COUNTY,2018,4,"4,204","3,926",278,6.6
JOHNSON COUNTY,2018,5,"4,150","3,870",280,6.7
JOHNSON COUNTY,2018,6,"4,084","3,771",313,7.7
JOHNSON COUNTY,2018,7,"4,074","3,771",303,7.4
JOHNSON COUNTY,2018,8,"3,961","3,656",305,7.7
JOHNSON COUNTY,2018,9,"4,145","3,862",283,6.8
JOHNSON COUNTY,2018,10,"4,166","3,880",286,6.9
JOHNSON COUNTY,2018,11,"4,130","3,867",263,6.4
JOHNSON COUNTY,2018,12,"4,089","3,766",323,7.9
JOHNSON COUNTY,2018,13,"4,120","3,814",306,7.4
KANE COUNTY,2018,1,"270,704","255,716","14,988",5.5
KANE COUNTY,2018,2,"273,096","258,257","14,839",5.4
KANE COUNTY,2018,3,"274,323","259,760","14,563",5.3
KANE COUNTY,2018,4,"271,287","259,775","11,512",4.2
KANE COUNTY,2018,5,"273,199","262,290","10,909",4
KANE COUNTY,2018,6,"276,089","262,698","13,391",4.9
KANE COUNTY,2018,7,"277,552","264,348","13,204",4.8
KANE COUNTY,2018,8,"272,544","259,805","12,739",4.7
KANE COUNTY,2018,9,"273,287","261,649","11,638",4.3
KANE COUNTY,2018,10,"275,337","262,923","12,414",4.5
KANE COUNTY,2018,11,"276,095","263,757","12,338",4.5
KANE COUNTY,2018,12,"276,548","260,660","15,888",5.7
KANE COUNTY,2018,13,"274,172","260,970","13,202",4.8
KANKAKEE COUNTY,2018,1,"54,748","51,310","3,438",6.3
KANKAKEE COUNTY,2018,2,"54,912","51,502","3,410",6.2
KANKAKEE COUNTY,2018,3,"55,189","51,924","3,265",5.9
KANKAKEE COUNTY,2018,4,"55,260","52,567","2,693",4.9
KANKAKEE COUNTY,2018,5,"55,374","52,794","2,580",4.7
KANKAKEE COUNTY,2018,6,"56,116","53,112","3,004",5.4
KANKAKEE COUNTY,2018,7,"56,272","53,317","2,955",5.3
KANKAKEE COUNTY,2018,8,"55,507","52,616","2,891",5.2
KANKAKEE COUNTY,2018,9,"55,626","52,971","2,655",4.8
KANKAKEE COUNTY,2018,10,"55,971","53,124","2,847",5.1
KANKAKEE COUNTY,2018,11,"55,906","53,087","2,819",5
KANKAKEE COUNTY,2018,12,"55,903","52,452","3,451",6.2
KANKAKEE COUNTY,2018,13,"55,566","52,565","3,001",5.4
KENDALL COUNTY,2018,1,"68,273","65,116","3,157",4.6
KENDALL COUNTY,2018,2,"68,996","65,994","3,002",4.4
KENDALL COUNTY,2018,3,"68,523","66,177","2,346",3.4
KENDALL COUNTY,2018,4,"68,140","65,965","2,175",3.2
KENDALL COUNTY,2018,5,"68,212","66,201","2,011",2.9
KENDALL COUNTY,2018,6,"69,871","66,979","2,892",4.1
KENDALL COUNTY,2018,7,"69,788","67,125","2,663",3.8
KENDALL COUNTY,2018,8,"68,609","66,268","2,341",3.4
KENDALL COUNTY,2018,9,"68,204","66,084","2,120",3.1
KENDALL COUNTY,2018,10,"68,647","66,340","2,307",3.4
KENDALL COUNTY,2018,11,"68,609","66,479","2,130",3.1
KENDALL COUNTY,2018,12,"68,428","66,092","2,336",3.4
KENDALL COUNTY,2018,13,"68,692","66,235","2,457",3.6
KNOX COUNTY,2018,1,"21,965","20,676","1,289",5.9
KNOX COUNTY,2018,2,"22,117","20,828","1,289",5.8
