Municipality,Year,Month,Labor Force,Employed,Unemployed,Unemployment Rate
PLAINFIELD VILLAGE,2019,8,"22,943","22,272",671,2.9
PLAINFIELD VILLAGE,2019,9,"22,750","22,169",581,2.6
PLAINFIELD VILLAGE,2019,10,"22,756","22,179",577,2.5
PLAINFIELD VILLAGE,2019,11,"22,664","22,155",509,2.2
PLAINFIELD VILLAGE,2019,12,"22,538","22,065",473,2.1
QUINCY CITY,2019,13,"22,832","22,162",670,2.9
QUINCY CITY,2019,1,"19,281","18,399",882,4.6
QUINCY CITY,2019,2,"19,290","18,496",794,4.1
QUINCY CITY,2019,3,"19,388","18,620",768,4
QUINCY CITY,2019,4,"19,173","18,574",599,3.1
QUINCY CITY,2019,5,"19,273","18,679",594,3.1
QUINCY CITY,2019,6,"19,484","18,799",685,3.5
QUINCY CITY,2019,7,"19,552","18,822",730,3.7
QUINCY CITY,2019,8,"19,155","18,462",693,3.6
QUINCY CITY,2019,9,"19,160","18,494",666,3.5
QUINCY CITY,2019,10,"19,195","18,526",669,3.5
QUINCY CITY,2019,11,"19,067","18,452",615,3.2
QUINCY CITY,2019,12,"18,996","18,369",627,3.3
ROCKFORD CITY,2019,13,"19,252","18,558",694,3.6
ROCKFORD CITY,2019,1,"67,031","61,918","5,113",7.6
ROCKFORD CITY,2019,2,"66,650","62,111","4,539",6.8
ROCKFORD CITY,2019,3,"66,559","62,008","4,551",6.8
ROCKFORD CITY,2019,4,"65,586","62,122","3,464",5.3
ROCKFORD CITY,2019,5,"65,996","61,891","4,105",6.2
ROCKFORD CITY,2019,6,"67,112","62,618","4,494",6.7
ROCKFORD CITY,2019,7,"68,294","62,577","5,717",8.4
ROCKFORD CITY,2019,8,"67,058","62,032","5,026",7.5
ROCKFORD CITY,2019,9,"66,318","62,008","4,310",6.5
ROCKFORD CITY,2019,10,"66,253","62,209","4,044",6.1
ROCKFORD CITY,2019,11,"66,070","61,764","4,306",6.5
ROCKFORD CITY,2019,12,"65,467","60,966","4,501",6.9
ROCK ISLAND CITY,2019,13,"66,533","62,019","4,514",6.8
ROCK ISLAND CITY,2019,1,"18,182","16,965","1,217",6.7
ROCK ISLAND CITY,2019,2,"18,073","17,001","1,072",5.9
ROCK ISLAND CITY,2019,3,"18,085","17,084","1,001",5.5
ROCK ISLAND CITY,2019,4,"17,913","17,174",739,4.1
ROCK ISLAND CITY,2019,5,"18,116","17,318",798,4.4
ROCK ISLAND CITY,2019,6,"18,296","17,429",867,4.7
ROCK ISLAND CITY,2019,7,"18,583","17,654",929,5
ROCK ISLAND CITY,2019,8,"18,262","17,388",874,4.8
ROCK ISLAND CITY,2019,9,"18,181","17,367",814,4.5
ROCK ISLAND CITY,2019,10,"18,253","17,406",847,4.6
ROCK ISLAND CITY,2019,11,"18,178","17,305",873,4.8
ROCK ISLAND CITY,2019,12,"18,046","17,119",927,5.1
ROMEOVILLE VILLAGE,2019,13,"18,181","17,268",913,5
ROMEOVILLE VILLAGE,2019,1,"19,712","18,665","1,047",5.3
ROMEOVILLE VILLAGE,2019,2,"19,770","18,796",974,4.9
ROMEOVILLE VILLAGE,2019,3,"19,731","18,868",863,4.4
ROMEOVILLE VILLAGE,2019,4,"19,587","18,811",776,4
ROMEOVILLE VILLAGE,2019,5,"19,562","18,833",729,3.7
ROMEOVILLE VILLAGE,2019,6,"20,070","19,116",954,4.8
ROMEOVILLE VILLAGE,2019,7,"20,061","19,139",922,4.6
ROMEOVILLE VILLAGE,2019,8,"19,772","18,986",786,4
ROMEOVILLE VILLAGE,2019,9,"19,582","18,898",684,3.5
ROMEOVILLE VILLAGE,2019,10,"19,608","18,907",701,3.6
ROMEOVILLE VILLAGE,2019,11,"19,569","18,887",682,3.5
ROMEOVILLE VILLAGE,2019,12,"19,471","18,811",660,3.4
ROUND LAKE BEACH VILLAGE,2019,13,"19,708","18,893",815,4.1
ROUND LAKE BEACH VILLAGE,2019,1,"15,667","13,907","1,760",11.2
ROUND LAKE BEACH VILLAGE,2019,2,"15,632","14,006","1,626",10.4
ROUND LAKE BEACH VILLAGE,2019,3,"15,629","14,005","1,624",10.4
ROUND LAKE BEACH VILLAGE,2019,4,"14,954","14,088",866,5.8
ROUND LAKE BEACH VILLAGE,2019,5,"14,809","14,198",611,4.1
ROUND LAKE BEACH VILLAGE,2019,6,"15,085","14,467",618,4.1
ROUND LAKE BEACH VILLAGE,2019,7,"15,225","14,562",663,4.4
ROUND LAKE BEACH VILLAGE,2019,8,"14,884","14,287",597,4
ROUND LAKE BEACH VILLAGE,2019,9,"14,832","14,299",533,3.6
ROUND LAKE BEACH VILLAGE,2019,10,"14,793","14,256",537,3.6
ROUND LAKE BEACH VILLAGE,2019,11,"14,908","14,204",704,4.7
ROUND LAKE BEACH VILLAGE,2019,12,"15,356","14,047","1,309",8.5
ST. CHARLES CITY,2019,13,"15,148","14,194",954,6.3
ST. CHARLES CITY,2019,1,"18,686","17,882",804,4.3
ST. CHARLES CITY,2019,2,"18,699","18,013",686,3.7
ST. CHARLES CITY,2019,3,"18,694","18,034",660,3.5
ST. CHARLES CITY,2019,4,"18,688","18,151",537,2.9
ST. CHARLES CITY,2019,5,"18,843","18,278",565,3
ST. CHARLES CITY,2019,6,"19,067","18,407",660,3.5
ST. CHARLES CITY,2019,7,"19,255","18,501",754,3.9
ST. CHARLES CITY,2019,8,"18,892","18,213",679,3.6
ST. CHARLES CITY,2019,9,"19,017","18,360",657,3.5
ST. CHARLES CITY,2019,10,"19,036","18,396",640,3.4
ST. CHARLES CITY,2019,11,"18,920","18,342",578,3.1
ST. CHARLES CITY,2019,12,"18,751","18,171",580,3.1
SCHAUMBURG VILLAGE,2019,13,"18,879","18,229",650,3.4
SCHAUMBURG VILLAGE,2019,1,"43,024","41,523","1,501",3.5
SCHAUMBURG VILLAGE,2019,2,"43,230","41,881","1,349",3.1
SCHAUMBURG VILLAGE,2019,3,"43,281","42,039","1,242",2.9
SCHAUMBURG VILLAGE,2019,4,"43,049","41,828","1,221",2.8
SCHAUMBURG VILLAGE,2019,5,"43,031","41,841","1,190",2.8
SCHAUMBURG VILLAGE,2019,6,"43,991","42,471","1,520",3.5
SCHAUMBURG VILLAGE,2019,7,"43,908","42,446","1,462",3.3
SCHAUMBURG VILLAGE,2019,8,"43,550","42,167","1,383",3.2
SCHAUMBURG VILLAGE,2019,9,"43,063","41,944","1,119",2.6
SCHAUMBURG VILLAGE,2019,10,"43,159","42,019","1,140",2.6
SCHAUMBURG VILLAGE,2019,11,"43,013","41,998","1,015",2.4
SCHAUMBURG VILLAGE,2019,12,"42,766","41,850",916,2.1
SKOKIE VILLAGE,2019,13,"43,256","42,001","1,255",2.9
SKOKIE VILLAGE,2019,1,"31,825","30,664","1,161",3.6
SKOKIE VILLAGE,2019,2,"31,959","30,929","1,030",3.2
SKOKIE VILLAGE,2019,3,"31,967","31,045",922,2.9
SKOKIE VILLAGE,2019,4,"31,802","30,889",913,2.9
SKOKIE VILLAGE,2019,5,"31,764","30,899",865,2.7
SKOKIE VILLAGE,2019,6,"32,510","31,364","1,146",3.5
SKOKIE VILLAGE,2019,7,"32,490","31,346","1,144",3.5
SKOKIE VILLAGE,2019,8,"32,167","31,140","1,027",3.2
SKOKIE VILLAGE,2019,9,"31,855","30,975",880,2.8
SKOKIE VILLAGE,2019,10,"31,927","31,031",896,2.8
SKOKIE VILLAGE,2019,11,"31,799","31,015",784,2.5
SKOKIE VILLAGE,2019,12,"31,577","30,906",671,2.1
SOUTH HOLLAND VILLAGE,2019,13,"31,970","31,017",953,3
SOUTH HOLLAND VILLAGE,2019,1,"9,763","9,163",600,6.1
SOUTH HOLLAND VILLAGE,2019,2,"9,818","9,242",576,5.9
SOUTH HOLLAND VILLAGE,2019,3,"9,898","9,277",621,6.3
SOUTH HOLLAND VILLAGE,2019,4,"9,807","9,230",577,5.9
SOUTH HOLLAND VILLAGE,2019,5,"9,804","9,233",571,5.8
SOUTH HOLLAND VILLAGE,2019,6,"10,095","9,372",723,7.2
SOUTH HOLLAND VILLAGE,2019,7,"10,095","9,367",728,7.2
SOUTH HOLLAND VILLAGE,2019,8,"9,926","9,305",621,6.3
SOUTH HOLLAND VILLAGE,2019,9,"9,775","9,256",519,5.3
SOUTH HOLLAND VILLAGE,2019,10,"9,798","9,272",526,5.4
SOUTH HOLLAND VILLAGE,2019,11,"9,787","9,268",519,5.3
SOUTH HOLLAND VILLAGE,2019,12,"9,698","9,235",463,4.8
SPRINGFIELD CITY,2019,13,"9,855","9,268",587,6
SPRINGFIELD CITY,2019,1,"57,527","54,363","3,164",5.5
SPRINGFIELD CITY,2019,2,"57,646","54,845","2,801",4.9
SPRINGFIELD CITY,2019,3,"57,699","54,987","2,712",4.7
SPRINGFIELD CITY,2019,4,"57,376","55,245","2,131",3.7
SPRINGFIELD CITY,2019,5,"57,496","55,471","2,025",3.5
SPRINGFIELD CITY,2019,6,"58,504","56,012","2,492",4.3
SPRINGFIELD CITY,2019,7,"58,502","55,834","2,668",4.6
SPRINGFIELD CITY,2019,8,"58,671","56,122","2,549",4.3
SPRINGFIELD CITY,2019,9,"57,494","55,307","2,187",3.8
SPRINGFIELD CITY,2019,10,"57,575","55,401","2,174",3.8
SPRINGFIELD CITY,2019,11,"57,276","55,197","2,079",3.6
SPRINGFIELD CITY,2019,12,"56,539","54,362","2,177",3.9
STREAMWOOD VILLAGE,2019,13,"57,692","55,262","2,430",4.2
STREAMWOOD VILLAGE,2019,1,"23,100","21,893","1,207",5.2
STREAMWOOD VILLAGE,2019,2,"23,200","22,082","1,118",4.8
STREAMWOOD VILLAGE,2019,3,"23,169","22,165","1,004",4.3
STREAMWOOD VILLAGE,2019,4,"22,836","22,054",782,3.4
STREAMWOOD VILLAGE,2019,5,"22,728","22,061",667,2.9
STREAMWOOD VILLAGE,2019,6,"23,197","22,393",804,3.5
STREAMWOOD VILLAGE,2019,7,"23,168","22,380",788,3.4
STREAMWOOD VILLAGE,2019,8,"22,951","22,233",718,3.1
STREAMWOOD VILLAGE,2019,9,"22,712","22,115",597,2.6
STREAMWOOD VILLAGE,2019,10,"22,773","22,155",618,2.7
STREAMWOOD VILLAGE,2019,11,"22,725","22,144",581,2.6
STREAMWOOD VILLAGE,2019,12,"22,744","22,066",678,3
TINLEY PARK VILLAGE,2019,13,"22,942","22,145",797,3.5
TINLEY PARK VILLAGE,2019,1,"31,393","30,142","1,251",4
TINLEY PARK VILLAGE,2019,2,"31,500","30,396","1,104",3.5
TINLEY PARK VILLAGE,2019,3,"31,501","30,510",991,3.1
TINLEY PARK VILLAGE,2019,4,"31,261","30,364",897,2.9
TINLEY PARK VILLAGE,2019,5,"31,264","30,378",886,2.8
TINLEY PARK VILLAGE,2019,6,"31,974","30,834","1,140",3.6
TINLEY PARK VILLAGE,2019,7,"31,926","30,824","1,102",3.5
TINLEY PARK VILLAGE,2019,8,"31,591","30,616",975,3.1
TINLEY PARK VILLAGE,2019,9,"31,271","30,456",815,2.6
TINLEY PARK VILLAGE,2019,10,"31,344","30,506",838,2.7
TINLEY PARK VILLAGE,2019,11,"31,251","30,488",763,2.4
TINLEY PARK VILLAGE,2019,12,"31,072","30,378",694,2.2
URBANA CITY,2019,13,"31,446","30,491",955,3
URBANA CITY,2019,1,"20,875","19,815","1,060",5.1
URBANA CITY,2019,2,"22,100","21,171",929,4.2
URBANA CITY,2019,3,"21,984","21,079",905,4.1
URBANA CITY,2019,4,"22,151","21,413",738,3.3
URBANA CITY,2019,5,"21,810","21,084",726,3.3
URBANA CITY,2019,6,"20,988","20,110",878,4.2
URBANA CITY,2019,7,"21,231","20,243",988,4.7
URBANA CITY,2019,8,"20,645","19,782",863,4.2
URBANA CITY,2019,9,"22,109","21,332",777,3.5
URBANA CITY,2019,10,"22,550","21,702",848,3.8
URBANA CITY,2019,11,"22,587","21,814",773,3.4
URBANA CITY,2019,12,"22,290","21,579",711,3.2
VERNON HILLS VILLAGE,2019,13,"21,777","20,927",850,3.9
VERNON HILLS VILLAGE,2019,1,"15,450","14,836",614,4
VERNON HILLS VILLAGE,2019,2,"15,473","14,941",532,3.4
VERNON HILLS VILLAGE,2019,3,"15,493","14,940",553,3.6
VERNON HILLS VILLAGE,2019,4,"15,492","15,028",464,3
VERNON HILLS VILLAGE,2019,5,"15,607","15,146",461,3
VERNON HILLS VILLAGE,2019,6,"15,940","15,433",507,3.2
VERNON HILLS VILLAGE,2019,7,"16,108","15,534",574,3.6
VERNON HILLS VILLAGE,2019,8,"15,862","15,241",621,3.9
VERNON HILLS VILLAGE,2019,9,"15,774","15,253",521,3.3
VERNON HILLS VILLAGE,2019,10,"15,721","15,208",513,3.3
VERNON HILLS VILLAGE,2019,11,"15,635","15,152",483,3.1
VERNON HILLS VILLAGE,2019,12,"15,438","14,985",453,2.9
VILLA PARK VILLAGE,2019,13,"15,666","15,141",525,3.4
VILLA PARK VILLAGE,2019,1,"12,061","11,539",522,4.3
VILLA PARK VILLAGE,2019,2,"12,116","11,637",479,4
VILLA PARK VILLAGE,2019,3,"12,108","11,681",427,3.5
VILLA PARK VILLAGE,2019,4,"12,013","11,625",388,3.2
VILLA PARK VILLAGE,2019,5,"11,970","11,629",341,2.8
VILLA PARK VILLAGE,2019,6,"12,233","11,804",429,3.5
VILLA PARK VILLAGE,2019,7,"12,211","11,800",411,3.4
VILLA PARK VILLAGE,2019,8,"12,085","11,720",365,3
VILLA PARK VILLAGE,2019,9,"11,981","11,659",322,2.7
VILLA PARK VILLAGE,2019,10,"12,010","11,678",332,2.8
VILLA PARK VILLAGE,2019,11,"11,970","11,672",298,2.5
VILLA PARK VILLAGE,2019,12,"11,910","11,630",280,2.4
WAUKEGAN CITY,2019,13,"12,056","11,673",383,3.2
WAUKEGAN CITY,2019,1,"46,135","41,872","4,263",9.2
WAUKEGAN CITY,2019,2,"46,040","42,170","3,870",8.4
WAUKEGAN CITY,2019,3,"46,050","42,166","3,884",8.4
WAUKEGAN CITY,2019,4,"44,617","42,416","2,201",4.9
WAUKEGAN CITY,2019,5,"44,523","42,747","1,776",4
WAUKEGAN CITY,2019,6,"45,557","43,557","2,000",4.4
WAUKEGAN CITY,2019,7,"46,033","43,844","2,189",4.8
WAUKEGAN CITY,2019,8,"45,158","43,017","2,141",4.7
WAUKEGAN CITY,2019,9,"44,843","43,051","1,792",4
WAUKEGAN CITY,2019,10,"44,772","42,922","1,850",4.1
WAUKEGAN CITY,2019,11,"44,744","42,765","1,979",4.4
WAUKEGAN CITY,2019,12,"45,148","42,293","2,855",6.3
WEST CHICAGO CITY,2019,13,"45,302","42,735","2,567",5.7
WEST CHICAGO CITY,2019,1,"14,252","13,392",860,6
WEST CHICAGO CITY,2019,2,"14,302","13,505",797,5.6
WEST CHICAGO CITY,2019,3,"14,252","13,556",696,4.9
WEST CHICAGO CITY,2019,4,"13,942","13,491",451,3.2
WEST CHICAGO CITY,2019,5,"13,859","13,496",363,2.6
WEST CHICAGO CITY,2019,6,"14,153","13,699",454,3.2
WEST CHICAGO CITY,2019,7,"14,151","13,694",457,3.2
WEST CHICAGO CITY,2019,8,"14,023","13,602",421,3
WEST CHICAGO CITY,2019,9,"13,869","13,531",338,2.4
WEST CHICAGO CITY,2019,10,"13,905","13,553",352,2.5
WEST CHICAGO CITY,2019,11,"13,926","13,545",381,2.7
WEST CHICAGO CITY,2019,12,"13,995","13,497",498,3.6
WESTMONT VILLAGE,2019,13,"14,053","13,547",506,3.6
WESTMONT VILLAGE,2019,1,"13,202","12,714",488,3.7
WESTMONT VILLAGE,2019,2,"13,260","12,821",439,3.3
WESTMONT VILLAGE,2019,3,"13,267","12,869",398,3
WESTMONT VILLAGE,2019,4,"13,160","12,808",352,2.7
WESTMONT VILLAGE,2019,5,"13,176","12,813",363,2.8
WESTMONT VILLAGE,2019,6,"13,467","13,006",461,3.4
WESTMONT VILLAGE,2019,7,"13,455","13,001",454,3.4
WESTMONT VILLAGE,2019,8,"13,311","12,913",398,3
WESTMONT VILLAGE,2019,9,"13,179","12,846",333,2.5
WESTMONT VILLAGE,2019,10,"13,208","12,867",341,2.6
WESTMONT VILLAGE,2019,11,"13,139","12,860",279,2.1
WESTMONT VILLAGE,2019,12,"13,089","12,814",275,2.1
WHEATON CITY,2019,13,"13,243","12,861",382,2.9
WHEATON CITY,2019,1,"28,472","27,497",975,3.4
WHEATON CITY,2019,2,"28,601","27,729",872,3
WHEATON CITY,2019,3,"28,617","27,834",783,2.7
WHEATON CITY,2019,4,"28,460","27,700",760,2.7
WHEATON CITY,2019,5,"28,433","27,712",721,2.5
WHEATON CITY,2019,6,"29,065","28,129",936,3.2
WHEATON CITY,2019,7,"29,056","28,118",938,3.2
WHEATON CITY,2019,8,"28,720","27,929",791,2.8
WHEATON CITY,2019,9,"28,461","27,783",678,2.4
WHEATON CITY,2019,10,"28,531","27,829",702,2.5
WHEATON CITY,2019,11,"28,429","27,813",616,2.2
WHEATON CITY,2019,12,"28,230","27,713",517,1.8
WHEELING VILLAGE,2019,13,"28,590","27,816",774,2.7
WHEELING VILLAGE,2019,1,"22,837","21,890",947,4.1
WHEELING VILLAGE,2019,2,"22,965","22,079",886,3.9
WHEELING VILLAGE,2019,3,"22,955","22,162",793,3.5
WHEELING VILLAGE,2019,4,"22,700","22,051",649,2.9
WHEELING VILLAGE,2019,5,"22,616","22,058",558,2.5
WHEELING VILLAGE,2019,6,"23,067","22,390",677,2.9
WHEELING VILLAGE,2019,7,"23,065","22,377",688,3
WHEELING VILLAGE,2019,8,"22,873","22,230",643,2.8
WHEELING VILLAGE,2019,9,"22,649","22,112",537,2.4
WHEELING VILLAGE,2019,10,"22,698","22,152",546,2.4
WHEELING VILLAGE,2019,11,"22,649","22,140",509,2.2
WHEELING VILLAGE,2019,12,"22,602","22,062",540,2.4
WILMETTE VILLAGE,2019,13,"22,806","22,142",664,2.9
WILMETTE VILLAGE,2019,1,"12,659","12,277",382,3
WILMETTE VILLAGE,2019,2,"12,735","12,383",352,2.8
WILMETTE VILLAGE,2019,3,"12,738","12,429",309,2.4
WILMETTE VILLAGE,2019,4,"12,677","12,367",310,2.4
WILMETTE VILLAGE,2019,5,"12,692","12,371",321,2.5
WILMETTE VILLAGE,2019,6,"12,957","12,557",400,3.1
WILMETTE VILLAGE,2019,7,"12,944","12,550",394,3
WILMETTE VILLAGE,2019,8,"12,815","12,467",348,2.7
WILMETTE VILLAGE,2019,9,"12,713","12,401",312,2.5
WILMETTE VILLAGE,2019,10,"12,744","12,424",320,2.5
WILMETTE VILLAGE,2019,11,"12,702","12,417",285,2.2
WILMETTE VILLAGE,2019,12,"12,592","12,373",219,1.7
WOODRIDGE VILLAGE,2019,13,"12,747","12,418",329,2.6
WOODRIDGE VILLAGE,2019,1,"20,033","19,359",674,3.4
WOODRIDGE VILLAGE,2019,2,"20,123","19,523",600,3
WOODRIDGE VILLAGE,2019,3,"20,136","19,596",540,2.7
WOODRIDGE VILLAGE,2019,4,"20,018","19,502",516,2.6
WOODRIDGE VILLAGE,2019,5,"20,003","19,510",493,2.5
WOODRIDGE VILLAGE,2019,6,"20,442","19,804",638,3.1
WOODRIDGE VILLAGE,2019,7,"20,413","19,797",616,3
WOODRIDGE VILLAGE,2019,8,"20,248","19,663",585,2.9
WOODRIDGE VILLAGE,2019,9,"20,063","19,561",502,2.5
WOODRIDGE VILLAGE,2019,10,"20,088","19,593",495,2.5
WOODRIDGE VILLAGE,2019,11,"20,038","19,582",456,2.3
WOODRIDGE VILLAGE,2019,12,"19,931","19,512",419,2.1
WOODSTOCK CITY,2019,13,"20,129","19,584",545,2.7
WOODSTOCK CITY,2019,1,"12,945","12,288",657,5.1
WOODSTOCK CITY,2019,2,"12,996","12,387",609,4.7
WOODSTOCK CITY,2019,3,"12,988","12,438",550,4.2
WOODSTOCK CITY,2019,4,"12,827","12,384",443,3.5
WOODSTOCK CITY,2019,5,"12,797","12,409",388,3
WOODSTOCK CITY,2019,6,"13,020","12,586",434,3.3
WOODSTOCK CITY,2019,7,"12,994","12,581",413,3.2
WOODSTOCK CITY,2019,8,"12,881","12,495",386,3
WOODSTOCK CITY,2019,9,"12,737","12,420",317,2.5
WOODSTOCK CITY,2019,10,"12,783","12,454",329,2.6
WOODSTOCK CITY,2019,11,"12,755","12,429",326,2.6
WOODSTOCK CITY,2019,12,"12,739","12,379",360,2.8
ZION CITY,2019,13,"12,872","12,438",434,3.4
ZION CITY,2019,1,"11,351","10,385",966,8.5
ZION CITY,2019,2,"11,313","10,459",854,7.5
ZION CITY,2019,3,"11,317","10,458",859,7.6
ZION CITY,2019,4,"11,094","10,520",574,5.2
ZION CITY,2019,5,"11,121","10,602",519,4.7
ZION CITY,2019,6,"11,390","10,803",587,5.2
ZION CITY,2019,7,"11,557","10,874",683,5.9
ZION CITY,2019,8,"11,318","10,669",649,5.7
ZION CITY,2019,9,"11,232","10,677",555,4.9
ZION CITY,2019,10,"11,176","10,646",530,4.7
ZION CITY,2019,11,"11,196","10,607",589,5.3
ZION CITY,2019,12,"11,192","10,490",702,6.3
,2019,13,"11,271","10,599",672,6
CITIES SPLIT BETWEEN COUNTIES,,,,,,
,,,,,,
"ALGONQUIN VILLAGE, KANE COUNTY PART",,,,,,
"ALGONQUIN VILLAGE, KANE COUNTY PART",2019,1,"4,653","4,428",225,4.8
"ALGONQUIN VILLAGE, KANE COUNTY PART",2019,2,"4,653","4,460",193,4.1
"ALGONQUIN VILLAGE, KANE COUNTY PART",2019,3,"4,654","4,465",189,4.1
"ALGONQUIN VILLAGE, KANE COUNTY PART",2019,4,"4,641","4,495",146,3.1
"ALGONQUIN VILLAGE, KANE COUNTY PART",2019,5,"4,660","4,527",133,2.9
"ALGONQUIN VILLAGE, KANE COUNTY PART",2019,6,"4,734","4,558",176,3.7
"ALGONQUIN VILLAGE, KANE COUNTY PART",2019,7,"4,769","4,582",187,3.9
"ALGONQUIN VILLAGE, KANE COUNTY PART",2019,8,"4,682","4,510",172,3.7
"ALGONQUIN VILLAGE, KANE COUNTY PART",2019,9,"4,718","4,548",170,3.6
"ALGONQUIN VILLAGE, KANE COUNTY PART",2019,10,"4,714","4,557",157,3.3
"ALGONQUIN VILLAGE, KANE COUNTY PART",2019,11,"4,691","4,543",148,3.2
"ALGONQUIN VILLAGE, KANE COUNTY PART",2019,12,"4,650","4,500",150,3.2
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2019,13,"4,685","4,514",171,3.6
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2019,1,"12,554","12,042",512,4.1
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2019,2,"12,605","12,139",466,3.7
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2019,3,"12,610","12,188",422,3.3
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2019,4,"12,529","12,135",394,3.1
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2019,5,"12,533","12,160",373,3
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2019,6,"12,810","12,334",476,3.7
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2019,7,"12,813","12,329",484,3.8
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2019,8,"12,638","12,244",394,3.1
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2019,9,"12,500","12,171",329,2.6
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2019,10,"12,546","12,204",342,2.7
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2019,11,"12,507","12,179",328,2.6
"ALGONQUIN VILLAGE, MCHENRY COUNTY PART",2019,12,"12,448","12,130",318,2.6
"AURORA CITY, DUPAGE COUNTY PART",2019,13,"12,591","12,188",403,3.2
"AURORA CITY, DUPAGE COUNTY PART",2019,1,"28,416","27,405","1,011",3.6
"AURORA CITY, DUPAGE COUNTY PART",2019,2,"28,584","27,637",947,3.3
"AURORA CITY, DUPAGE COUNTY PART",2019,3,"28,609","27,741",868,3
"AURORA CITY, DUPAGE COUNTY PART",2019,4,"28,414","27,608",806,2.8
"AURORA CITY, DUPAGE COUNTY PART",2019,5,"28,439","27,620",819,2.9
"AURORA CITY, DUPAGE COUNTY PART",2019,6,"29,090","28,035","1,055",3.6
"AURORA CITY, DUPAGE COUNTY PART",2019,7,"29,079","28,025","1,054",3.6
"AURORA CITY, DUPAGE COUNTY PART",2019,8,"28,732","27,836",896,3.1
"AURORA CITY, DUPAGE COUNTY PART",2019,9,"28,471","27,691",780,2.7
"AURORA CITY, DUPAGE COUNTY PART",2019,10,"28,531","27,736",795,2.8
"AURORA CITY, DUPAGE COUNTY PART",2019,11,"28,435","27,720",715,2.5
"AURORA CITY, DUPAGE COUNTY PART",2019,12,"28,265","27,621",644,2.3
"AURORA CITY, KANE COUNTY PART",2019,13,"28,589","27,723",866,3
"AURORA CITY, KANE COUNTY PART",2019,1,"64,180","59,781","4,399",6.9
"AURORA CITY, KANE COUNTY PART",2019,2,"64,161","60,217","3,944",6.1
"AURORA CITY, KANE COUNTY PART",2019,3,"64,167","60,280","3,887",6.1
"AURORA CITY, KANE COUNTY PART",2019,4,"63,275","60,688","2,587",4.1
"AURORA CITY, KANE COUNTY PART",2019,5,"63,530","61,120","2,410",3.8
"AURORA CITY, KANE COUNTY PART",2019,6,"64,422","61,542","2,880",4.5
"AURORA CITY, KANE COUNTY PART",2019,7,"64,920","61,867","3,053",4.7
"AURORA CITY, KANE COUNTY PART",2019,8,"63,678","60,890","2,788",4.4
"AURORA CITY, KANE COUNTY PART",2019,9,"63,814","61,396","2,418",3.8
"AURORA CITY, KANE COUNTY PART",2019,10,"63,938","61,518","2,420",3.8
"AURORA CITY, KANE COUNTY PART",2019,11,"63,879","61,338","2,541",4
"AURORA CITY, KANE COUNTY PART",2019,12,"63,761","60,758","3,003",4.7
"AURORA CITY, KENDALL COUNTY PART",2019,13,"63,978","60,950","3,028",4.7
"AURORA CITY, KENDALL COUNTY PART",2019,1,"3,599","3,492",107,3
"AURORA CITY, KENDALL COUNTY PART",2019,2,"3,608","3,515",93,2.6
"AURORA CITY, KENDALL COUNTY PART",2019,3,"3,606","3,528",78,2.2
"AURORA CITY, KENDALL COUNTY PART",2019,4,"3,607","3,520",87,2.4
"AURORA CITY, KENDALL COUNTY PART",2019,5,"3,619","3,526",93,2.6
"AURORA CITY, KENDALL COUNTY PART",2019,6,"3,697","3,578",119,3.2
"AURORA CITY, KENDALL COUNTY PART",2019,7,"3,703","3,584",119,3.2
"AURORA CITY, KENDALL COUNTY PART",2019,8,"3,658","3,554",104,2.8
"AURORA CITY, KENDALL COUNTY PART",2019,9,"3,628","3,538",90,2.5
"AURORA CITY, KENDALL COUNTY PART",2019,10,"3,627","3,539",88,2.4
"AURORA CITY, KENDALL COUNTY PART",2019,11,"3,614","3,533",81,2.2
"AURORA CITY, KENDALL COUNTY PART",2019,12,"3,588","3,518",70,2
"AURORA CITY, WILL COUNTY PART",2019,13,"3,629","3,535",94,2.6
"AURORA CITY, WILL COUNTY PART",2019,1,"5,961","5,749",212,3.6
"AURORA CITY, WILL COUNTY PART",2019,2,"5,977","5,789",188,3.1
"AURORA CITY, WILL COUNTY PART",2019,3,"5,994","5,811",183,3.1
"AURORA CITY, WILL COUNTY PART",2019,4,"5,954","5,794",160,2.7
"AURORA CITY, WILL COUNTY PART",2019,5,"5,962","5,801",161,2.7
"AURORA CITY, WILL COUNTY PART",2019,6,"6,121","5,888",233,3.8
"AURORA CITY, WILL COUNTY PART",2019,7,"6,107","5,895",212,3.5
"AURORA CITY, WILL COUNTY PART",2019,8,"6,037","5,848",189,3.1
"AURORA CITY, WILL COUNTY PART",2019,9,"5,976","5,821",155,2.6
"AURORA CITY, WILL COUNTY PART",2019,10,"5,970","5,823",147,2.5
