Municipality,Year,Month,Labor Force,Employed,Unemployed,Unemployment Rate
COOK COUNTY,2017,13,"2,632,107","2,497,953","134,154",5.1
CRAWFORD COUNTY,2017,1,"8,872","8,224",648,7.3
CRAWFORD COUNTY,2017,2,"8,809","8,234",575,6.5
CRAWFORD COUNTY,2017,3,"8,775","8,284",491,5.6
CRAWFORD COUNTY,2017,4,"8,902","8,490",412,4.6
CRAWFORD COUNTY,2017,5,"8,839","8,451",388,4.4
CRAWFORD COUNTY,2017,6,"9,043","8,593",450,5
CRAWFORD COUNTY,2017,7,"8,882","8,435",447,5
CRAWFORD COUNTY,2017,8,"8,817","8,341",476,5.4
CRAWFORD COUNTY,2017,9,"8,954","8,517",437,4.9
CRAWFORD COUNTY,2017,10,"8,822","8,424",398,4.5
CRAWFORD COUNTY,2017,11,"8,741","8,340",401,4.6
CRAWFORD COUNTY,2017,12,"8,546","8,094",452,5.3
CRAWFORD COUNTY,2017,13,"8,834","8,369",465,5.3
CUMBERLAND COUNTY,2017,1,"6,130","5,754",376,6.1
CUMBERLAND COUNTY,2017,2,"6,077","5,759",318,5.2
CUMBERLAND COUNTY,2017,3,"6,181","5,909",272,4.4
CUMBERLAND COUNTY,2017,4,"6,165","5,966",199,3.2
CUMBERLAND COUNTY,2017,5,"6,126","5,923",203,3.3
CUMBERLAND COUNTY,2017,6,"6,094","5,869",225,3.7
CUMBERLAND COUNTY,2017,7,"6,099","5,871",228,3.7
CUMBERLAND COUNTY,2017,8,"6,126","5,881",245,4
CUMBERLAND COUNTY,2017,9,"6,203","5,982",221,3.6
CUMBERLAND COUNTY,2017,10,"6,142","5,937",205,3.3
CUMBERLAND COUNTY,2017,11,"6,113","5,897",216,3.5
CUMBERLAND COUNTY,2017,12,"6,066","5,839",227,3.7
CUMBERLAND COUNTY,2017,13,"6,127","5,882",245,4
DEKALB COUNTY,2017,1,"54,610","51,054","3,556",6.5
DEKALB COUNTY,2017,2,"54,454","51,250","3,204",5.9
DEKALB COUNTY,2017,3,"54,734","51,801","2,933",5.4
DEKALB COUNTY,2017,4,"54,668","52,298","2,370",4.3
DEKALB COUNTY,2017,5,"54,761","52,496","2,265",4.1
DEKALB COUNTY,2017,6,"55,288","52,813","2,475",4.5
DEKALB COUNTY,2017,7,"55,481","52,969","2,512",4.5
DEKALB COUNTY,2017,8,"54,887","52,392","2,495",4.5
DEKALB COUNTY,2017,9,"54,834","52,717","2,117",3.9
DEKALB COUNTY,2017,10,"54,777","52,585","2,192",4
DEKALB COUNTY,2017,11,"54,915","52,693","2,222",4
DEKALB COUNTY,2017,12,"54,680","52,430","2,250",4.1
DEKALB COUNTY,2017,13,"54,841","52,292","2,549",4.6
DE WITT COUNTY,2017,1,"7,594","7,084",510,6.7
DE WITT COUNTY,2017,2,"7,698","7,247",451,5.9
DE WITT COUNTY,2017,3,"7,723","7,333",390,5
DE WITT COUNTY,2017,4,"7,863","7,535",328,4.2
DE WITT COUNTY,2017,5,"7,757","7,447",310,4
DE WITT COUNTY,2017,6,"7,645","7,315",330,4.3
DE WITT COUNTY,2017,7,"7,695","7,353",342,4.4
DE WITT COUNTY,2017,8,"7,674","7,309",365,4.8
DE WITT COUNTY,2017,9,"7,745","7,426",319,4.1
DE WITT COUNTY,2017,10,"7,698","7,386",312,4.1
DE WITT COUNTY,2017,11,"7,690","7,355",335,4.4
DE WITT COUNTY,2017,12,"7,581","7,211",370,4.9
DE WITT COUNTY,2017,13,"7,697","7,333",364,4.7
DOUGLAS COUNTY,2017,1,"10,076","9,544",532,5.3
DOUGLAS COUNTY,2017,2,"10,214","9,735",479,4.7
DOUGLAS COUNTY,2017,3,"10,269","9,836",433,4.2
DOUGLAS COUNTY,2017,4,"10,353","10,007",346,3.3
DOUGLAS COUNTY,2017,5,"10,307","9,951",356,3.5
DOUGLAS COUNTY,2017,6,"10,263","9,822",441,4.3
DOUGLAS COUNTY,2017,7,"10,260","9,808",452,4.4
DOUGLAS COUNTY,2017,8,"10,075","9,623",452,4.5
DOUGLAS COUNTY,2017,9,"10,306","9,915",391,3.8
DOUGLAS COUNTY,2017,10,"10,276","9,885",391,3.8
DOUGLAS COUNTY,2017,11,"10,318","9,925",393,3.8
DOUGLAS COUNTY,2017,12,"10,213","9,828",385,3.8
DOUGLAS COUNTY,2017,13,"10,244","9,823",421,4.1
DUPAGE COUNTY,2017,1,"507,566","484,307","23,259",4.6
DUPAGE COUNTY,2017,2,"509,773","488,014","21,759",4.3
DUPAGE COUNTY,2017,3,"510,872","492,161","18,711",3.7
DUPAGE COUNTY,2017,4,"508,078","489,531","18,547",3.7
DUPAGE COUNTY,2017,5,"509,600","491,163","18,437",3.6
DUPAGE COUNTY,2017,6,"519,840","497,293","22,547",4.3
DUPAGE COUNTY,2017,7,"518,670","496,758","21,912",4.2
DUPAGE COUNTY,2017,8,"514,154","491,345","22,809",4.4
DUPAGE COUNTY,2017,9,"511,338","491,715","19,623",3.8
DUPAGE COUNTY,2017,10,"509,912","490,409","19,503",3.8
DUPAGE COUNTY,2017,11,"510,374","491,706","18,668",3.7
DUPAGE COUNTY,2017,12,"506,770","489,193","17,577",3.5
DUPAGE COUNTY,2017,13,"511,412","491,133","20,279",4
EDGAR COUNTY,2017,1,"9,507","8,866",641,6.7
EDGAR COUNTY,2017,2,"9,430","8,847",583,6.2
EDGAR COUNTY,2017,3,"9,479","8,977",502,5.3
EDGAR COUNTY,2017,4,"9,688","9,282",406,4.2
EDGAR COUNTY,2017,5,"9,623","9,229",394,4.1
EDGAR COUNTY,2017,6,"9,583","9,136",447,4.7
EDGAR COUNTY,2017,7,"9,583","9,102",481,5
EDGAR COUNTY,2017,8,"9,499","8,990",509,5.4
EDGAR COUNTY,2017,9,"9,345","8,935",410,4.4
EDGAR COUNTY,2017,10,"9,345","8,956",389,4.2
EDGAR COUNTY,2017,11,"9,288","8,902",386,4.2
EDGAR COUNTY,2017,12,"9,130","8,725",405,4.4
EDGAR COUNTY,2017,13,"9,459","8,996",463,4.9
EDWARDS COUNTY,2017,1,"2,907","2,725",182,6.3
EDWARDS COUNTY,2017,2,"2,900","2,736",164,5.7
EDWARDS COUNTY,2017,3,"2,927","2,777",150,5.1
EDWARDS COUNTY,2017,4,"2,943","2,835",108,3.7
EDWARDS COUNTY,2017,5,"2,895","2,785",110,3.8
EDWARDS COUNTY,2017,6,"2,891","2,766",125,4.3
EDWARDS COUNTY,2017,7,"2,867","2,738",129,4.5
EDWARDS COUNTY,2017,8,"2,788","2,651",137,4.9
EDWARDS COUNTY,2017,9,"2,770","2,656",114,4.1
EDWARDS COUNTY,2017,10,"2,769","2,659",110,4
EDWARDS COUNTY,2017,11,"2,774","2,648",126,4.5
EDWARDS COUNTY,2017,12,"2,764","2,637",127,4.6
EDWARDS COUNTY,2017,13,"2,850","2,718",132,4.6
EFFINGHAM COUNTY,2017,1,"18,707","17,662","1,045",5.6
EFFINGHAM COUNTY,2017,2,"18,613","17,696",917,4.9
EFFINGHAM COUNTY,2017,3,"18,718","17,947",771,4.1
EFFINGHAM COUNTY,2017,4,"18,675","18,054",621,3.3
EFFINGHAM COUNTY,2017,5,"18,929","18,317",612,3.2
EFFINGHAM COUNTY,2017,6,"19,212","18,552",660,3.4
EFFINGHAM COUNTY,2017,7,"19,290","18,613",677,3.5
EFFINGHAM COUNTY,2017,8,"19,034","18,324",710,3.7
EFFINGHAM COUNTY,2017,9,"18,926","18,272",654,3.5
EFFINGHAM COUNTY,2017,10,"18,812","18,179",633,3.4
EFFINGHAM COUNTY,2017,11,"18,832","18,192",640,3.4
EFFINGHAM COUNTY,2017,12,"18,971","18,291",680,3.6
EFFINGHAM COUNTY,2017,13,"18,893","18,175",718,3.8
FAYETTE COUNTY,2017,1,"9,605","8,819",786,8.2
FAYETTE COUNTY,2017,2,"9,480","8,804",676,7.1
FAYETTE COUNTY,2017,3,"9,572","8,989",583,6.1
FAYETTE COUNTY,2017,4,"9,771","9,288",483,4.9
FAYETTE COUNTY,2017,5,"9,800","9,337",463,4.7
FAYETTE COUNTY,2017,6,"9,911","9,404",507,5.1
FAYETTE COUNTY,2017,7,"9,763","9,246",517,5.3
FAYETTE COUNTY,2017,8,"9,802","9,288",514,5.2
FAYETTE COUNTY,2017,9,"9,746","9,281",465,4.8
FAYETTE COUNTY,2017,10,"9,660","9,205",455,4.7
FAYETTE COUNTY,2017,11,"9,573","9,097",476,5
FAYETTE COUNTY,2017,12,"9,521","9,002",519,5.5
FAYETTE COUNTY,2017,13,"9,684","9,147",537,5.5
FORD COUNTY,2017,1,"6,215","5,775",440,7.1
FORD COUNTY,2017,2,"6,437","6,042",395,6.1
FORD COUNTY,2017,3,"6,526","6,180",346,5.3
FORD COUNTY,2017,4,"6,675","6,393",282,4.2
FORD COUNTY,2017,5,"6,605","6,334",271,4.1
FORD COUNTY,2017,6,"6,405","6,100",305,4.8
FORD COUNTY,2017,7,"6,351","6,042",309,4.9
FORD COUNTY,2017,8,"6,224","5,904",320,5.1
FORD COUNTY,2017,9,"6,538","6,276",262,4
FORD COUNTY,2017,10,"6,548","6,288",260,4
FORD COUNTY,2017,11,"6,492","6,228",264,4.1
FORD COUNTY,2017,12,"6,371","6,079",292,4.6
FORD COUNTY,2017,13,"6,449","6,137",312,4.8
FRANKLIN COUNTY,2017,1,"16,285","14,867","1,418",8.7
FRANKLIN COUNTY,2017,2,"16,506","15,270","1,236",7.5
FRANKLIN COUNTY,2017,3,"16,514","15,418","1,096",6.6
FRANKLIN COUNTY,2017,4,"16,670","15,698",972,5.8
FRANKLIN COUNTY,2017,5,"16,506","15,532",974,5.9
FRANKLIN COUNTY,2017,6,"16,426","15,379","1,047",6.4
FRANKLIN COUNTY,2017,7,"16,728","15,644","1,084",6.5
FRANKLIN COUNTY,2017,8,"16,584","15,485","1,099",6.6
FRANKLIN COUNTY,2017,9,"16,623","15,623","1,000",6
FRANKLIN COUNTY,2017,10,"16,577","15,614",963,5.8
FRANKLIN COUNTY,2017,11,"16,588","15,584","1,004",6.1
FRANKLIN COUNTY,2017,12,"16,520","15,498","1,022",6.2
FRANKLIN COUNTY,2017,13,"16,544","15,468","1,076",6.5
FULTON COUNTY,2017,1,"15,597","14,252","1,345",8.6
FULTON COUNTY,2017,2,"15,525","14,304","1,221",7.9
FULTON COUNTY,2017,3,"15,619","14,534","1,085",6.9
FULTON COUNTY,2017,4,"15,685","14,766",919,5.9
FULTON COUNTY,2017,5,"15,595","14,762",833,5.3
FULTON COUNTY,2017,6,"15,524","14,562",962,6.2
FULTON COUNTY,2017,7,"15,568","14,571",997,6.4
FULTON COUNTY,2017,8,"15,532","14,523","1,009",6.5
FULTON COUNTY,2017,9,"15,500","14,619",881,5.7
FULTON COUNTY,2017,10,"15,307","14,464",843,5.5
FULTON COUNTY,2017,11,"15,198","14,345",853,5.6
FULTON COUNTY,2017,12,"15,169","14,206",963,6.3
FULTON COUNTY,2017,13,"15,485","14,492",993,6.4
GALLATIN COUNTY,2017,1,"2,556","2,372",184,7.2
GALLATIN COUNTY,2017,2,"2,532","2,375",157,6.2
GALLATIN COUNTY,2017,3,"2,550","2,401",149,5.8
GALLATIN COUNTY,2017,4,"2,543","2,413",130,5.1
GALLATIN COUNTY,2017,5,"2,536","2,400",136,5.4
GALLATIN COUNTY,2017,6,"2,508","2,365",143,5.7
GALLATIN COUNTY,2017,7,"2,413","2,274",139,5.8
GALLATIN COUNTY,2017,8,"2,377","2,236",141,5.9
GALLATIN COUNTY,2017,9,"2,393","2,255",138,5.8
GALLATIN COUNTY,2017,10,"2,400","2,278",122,5.1
GALLATIN COUNTY,2017,11,"2,402","2,270",132,5.5
GALLATIN COUNTY,2017,12,"2,393","2,251",142,5.9
GALLATIN COUNTY,2017,13,"2,467","2,324",143,5.8
GREENE COUNTY,2017,1,"5,982","5,556",426,7.1
GREENE COUNTY,2017,2,"5,952","5,589",363,6.1
GREENE COUNTY,2017,3,"6,022","5,709",313,5.2
GREENE COUNTY,2017,4,"6,057","5,793",264,4.4
GREENE COUNTY,2017,5,"6,102","5,840",262,4.3
GREENE COUNTY,2017,6,"6,161","5,861",300,4.9
GREENE COUNTY,2017,7,"6,054","5,741",313,5.2
GREENE COUNTY,2017,8,"6,056","5,742",314,5.2
GREENE COUNTY,2017,9,"6,025","5,738",287,4.8
GREENE COUNTY,2017,10,"5,973","5,689",284,4.8
GREENE COUNTY,2017,11,"6,013","5,727",286,4.8
GREENE COUNTY,2017,12,"5,848","5,566",282,4.8
GREENE COUNTY,2017,13,"6,021","5,713",308,5.1
GRUNDY COUNTY,2017,1,"25,706","23,647","2,059",8
GRUNDY COUNTY,2017,2,"25,580","23,796","1,784",7
GRUNDY COUNTY,2017,3,"25,581","24,057","1,524",6
GRUNDY COUNTY,2017,4,"25,300","23,986","1,314",5.2
GRUNDY COUNTY,2017,5,"25,313","24,085","1,228",4.9
GRUNDY COUNTY,2017,6,"25,989","24,404","1,585",6.1
GRUNDY COUNTY,2017,7,"25,869","24,322","1,547",6
GRUNDY COUNTY,2017,8,"25,607","24,047","1,560",6.1
GRUNDY COUNTY,2017,9,"25,319","24,037","1,282",5.1
GRUNDY COUNTY,2017,10,"25,186","23,972","1,214",4.8
GRUNDY COUNTY,2017,11,"25,226","24,016","1,210",4.8
GRUNDY COUNTY,2017,12,"25,196","23,839","1,357",5.4
GRUNDY COUNTY,2017,13,"25,489","24,017","1,472",5.8
HAMILTON COUNTY,2017,1,"4,393","4,110",283,6.4
HAMILTON COUNTY,2017,2,"4,376","4,132",244,5.6
HAMILTON COUNTY,2017,3,"4,425","4,204",221,5
HAMILTON COUNTY,2017,4,"4,571","4,385",186,4.1
HAMILTON COUNTY,2017,5,"4,580","4,388",192,4.2
HAMILTON COUNTY,2017,6,"4,619","4,431",188,4.1
HAMILTON COUNTY,2017,7,"4,415","4,222",193,4.4
HAMILTON COUNTY,2017,8,"4,356","4,146",210,4.8
HAMILTON COUNTY,2017,9,"4,494","4,303",191,4.3
HAMILTON COUNTY,2017,10,"4,512","4,341",171,3.8
HAMILTON COUNTY,2017,11,"4,440","4,274",166,3.7
HAMILTON COUNTY,2017,12,"4,394","4,212",182,4.1
HAMILTON COUNTY,2017,13,"4,464","4,262",202,4.5
HANCOCK COUNTY,2017,1,"8,463","7,852",611,7.2
HANCOCK COUNTY,2017,2,"8,405","7,867",538,6.4
HANCOCK COUNTY,2017,3,"8,528","8,061",467,5.5
HANCOCK COUNTY,2017,4,"8,754","8,373",381,4.4
HANCOCK COUNTY,2017,5,"8,670","8,278",392,4.5
HANCOCK COUNTY,2017,6,"8,789","8,367",422,4.8
HANCOCK COUNTY,2017,7,"8,501","8,061",440,5.2
HANCOCK COUNTY,2017,8,"8,594","8,124",470,5.5
HANCOCK COUNTY,2017,9,"8,494","8,075",419,4.9
HANCOCK COUNTY,2017,10,"8,503","8,131",372,4.4
HANCOCK COUNTY,2017,11,"8,372","7,995",377,4.5
HANCOCK COUNTY,2017,12,"8,192","7,803",389,4.7
HANCOCK COUNTY,2017,13,"8,522","8,082",440,5.2
HARDIN COUNTY,2017,1,"1,351","1,211",140,10.4
HARDIN COUNTY,2017,2,"1,341","1,218",123,9.2
HARDIN COUNTY,2017,3,"1,331","1,233",98,7.4
HARDIN COUNTY,2017,4,"1,351","1,262",89,6.6
HARDIN COUNTY,2017,5,"1,360","1,260",100,7.4
HARDIN COUNTY,2017,6,"1,358","1,247",111,8.2
HARDIN COUNTY,2017,7,"1,342","1,225",117,8.7
HARDIN COUNTY,2017,8,"1,349","1,240",109,8.1
HARDIN COUNTY,2017,9,"1,353","1,260",93,6.9
HARDIN COUNTY,2017,10,"1,362","1,272",90,6.6
HARDIN COUNTY,2017,11,"1,343","1,253",90,6.7
HARDIN COUNTY,2017,12,"1,394","1,292",102,7.3
HARDIN COUNTY,2017,13,"1,353","1,248",105,7.8
HENDERSON COUNTY,2017,1,"3,608","3,327",281,7.8
HENDERSON COUNTY,2017,2,"3,534","3,267",267,7.6
HENDERSON COUNTY,2017,3,"3,624","3,423",201,5.5
HENDERSON COUNTY,2017,4,"3,672","3,514",158,4.3
HENDERSON COUNTY,2017,5,"3,708","3,554",154,4.2
HENDERSON COUNTY,2017,6,"3,800","3,628",172,4.5
HENDERSON COUNTY,2017,7,"3,745","3,556",189,5
HENDERSON COUNTY,2017,8,"3,717","3,525",192,5.2
HENDERSON COUNTY,2017,9,"3,658","3,492",166,4.5
HENDERSON COUNTY,2017,10,"3,605","3,453",152,4.2
HENDERSON COUNTY,2017,11,"3,598","3,445",153,4.3
HENDERSON COUNTY,2017,12,"3,527","3,359",168,4.8
HENDERSON COUNTY,2017,13,"3,650","3,462",188,5.2
HENRY COUNTY,2017,1,"24,939","23,139","1,800",7.2
HENRY COUNTY,2017,2,"24,734","23,149","1,585",6.4
HENRY COUNTY,2017,3,"24,884","23,476","1,408",5.7
HENRY COUNTY,2017,4,"25,031","23,913","1,118",4.5
HENRY COUNTY,2017,5,"25,121","23,999","1,122",4.5
HENRY COUNTY,2017,6,"25,426","24,222","1,204",4.7
HENRY COUNTY,2017,7,"25,474","24,254","1,220",4.8
HENRY COUNTY,2017,8,"25,194","23,945","1,249",5
HENRY COUNTY,2017,9,"25,025","23,852","1,173",4.7
HENRY COUNTY,2017,10,"24,796","23,636","1,160",4.7
HENRY COUNTY,2017,11,"24,756","23,639","1,117",4.5
HENRY COUNTY,2017,12,"24,644","23,391","1,253",5.1
HENRY COUNTY,2017,13,"25,002","23,718","1,284",5.1
IROQUOIS COUNTY,2017,1,"14,301","13,284","1,017",7.1
IROQUOIS COUNTY,2017,2,"14,130","13,242",888,6.3
IROQUOIS COUNTY,2017,3,"14,542","13,781",761,5.2
IROQUOIS COUNTY,2017,4,"14,724","14,135",589,4
IROQUOIS COUNTY,2017,5,"14,881","14,324",557,3.7
IROQUOIS COUNTY,2017,6,"15,122","14,530",592,3.9
IROQUOIS COUNTY,2017,7,"14,929","14,330",599,4
IROQUOIS COUNTY,2017,8,"14,702","14,074",628,4.3
IROQUOIS COUNTY,2017,9,"14,621","14,048",573,3.9
IROQUOIS COUNTY,2017,10,"14,617","14,037",580,4
IROQUOIS COUNTY,2017,11,"14,429","13,846",583,4
IROQUOIS COUNTY,2017,12,"14,176","13,540",636,4.5
IROQUOIS COUNTY,2017,13,"14,598","13,931",667,4.6
JACKSON COUNTY,2017,1,"27,796","26,196","1,600",5.8
JACKSON COUNTY,2017,2,"28,456","27,044","1,412",5
JACKSON COUNTY,2017,3,"28,467","27,194","1,273",4.5
JACKSON COUNTY,2017,4,"28,504","27,428","1,076",3.8
JACKSON COUNTY,2017,5,"27,650","26,549","1,101",4
JACKSON COUNTY,2017,6,"27,076","25,776","1,300",4.8
JACKSON COUNTY,2017,7,"28,028","26,701","1,327",4.7
JACKSON COUNTY,2017,8,"27,682","26,354","1,328",4.8
JACKSON COUNTY,2017,9,"28,208","27,031","1,177",4.2
JACKSON COUNTY,2017,10,"28,445","27,255","1,190",4.2
JACKSON COUNTY,2017,11,"28,602","27,395","1,207",4.2
JACKSON COUNTY,2017,12,"27,937","26,745","1,192",4.3
JACKSON COUNTY,2017,13,"28,071","26,806","1,265",4.5
JASPER COUNTY,2017,1,"4,539","4,198",341,7.5
JASPER COUNTY,2017,2,"4,514","4,209",305,6.8
JASPER COUNTY,2017,3,"4,553","4,304",249,5.5
JASPER COUNTY,2017,4,"4,548","4,356",192,4.2
JASPER COUNTY,2017,5,"4,591","4,411",180,3.9
JASPER COUNTY,2017,6,"4,676","4,467",209,4.5
JASPER COUNTY,2017,7,"4,494","4,273",221,4.9
JASPER COUNTY,2017,8,"4,384","4,164",220,5
JASPER COUNTY,2017,9,"4,439","4,242",197,4.4
JASPER COUNTY,2017,10,"4,436","4,247",189,4.3
JASPER COUNTY,2017,11,"4,375","4,181",194,4.4
JASPER COUNTY,2017,12,"4,315","4,105",210,4.9
JASPER COUNTY,2017,13,"4,489","4,263",226,5
JEFFERSON COUNTY,2017,1,"17,368","16,149","1,219",7
JEFFERSON COUNTY,2017,2,"17,375","16,301","1,074",6.2
JEFFERSON COUNTY,2017,3,"17,318","16,385",933,5.4
JEFFERSON COUNTY,2017,4,"17,284","16,448",836,4.8
JEFFERSON COUNTY,2017,5,"17,240","16,405",835,4.8
JEFFERSON COUNTY,2017,6,"17,571","16,596",975,5.5
JEFFERSON COUNTY,2017,7,"17,778","16,766","1,012",5.7
JEFFERSON COUNTY,2017,8,"17,609","16,572","1,037",5.9
JEFFERSON COUNTY,2017,9,"17,566","16,649",917,5.2
JEFFERSON COUNTY,2017,10,"17,610","16,741",869,4.9
JEFFERSON COUNTY,2017,11,"17,623","16,719",904,5.1
JEFFERSON COUNTY,2017,12,"17,596","16,675",921,5.2
JEFFERSON COUNTY,2017,13,"17,495","16,534",961,5.5
JERSEY COUNTY,2017,1,"10,933","10,239",694,6.3
JERSEY COUNTY,2017,2,"10,956","10,320",636,5.8
JERSEY COUNTY,2017,3,"10,936","10,373",563,5.1
JERSEY COUNTY,2017,4,"10,970","10,496",474,4.3
JERSEY COUNTY,2017,5,"10,954","10,459",495,4.5
JERSEY COUNTY,2017,6,"11,032","10,512",520,4.7
JERSEY COUNTY,2017,7,"11,040","10,508",532,4.8
JERSEY COUNTY,2017,8,"10,955","10,421",534,4.9
JERSEY COUNTY,2017,9,"10,958","10,478",480,4.4
JERSEY COUNTY,2017,10,"10,909","10,444",465,4.3
JERSEY COUNTY,2017,11,"10,921","10,442",479,4.4
JERSEY COUNTY,2017,12,"10,879","10,377",502,4.6
JERSEY COUNTY,2017,13,"10,953","10,422",531,4.8
JO DAVIESS COUNTY,2017,1,"10,784","10,042",742,6.9
JO DAVIESS COUNTY,2017,2,"10,814","10,164",650,6
JO DAVIESS COUNTY,2017,3,"10,800","10,202",598,5.5
JO DAVIESS COUNTY,2017,4,"11,004","10,603",401,3.6
JO DAVIESS COUNTY,2017,5,"11,219","10,863",356,3.2
JO DAVIESS COUNTY,2017,6,"11,556","11,109",447,3.9
JO DAVIESS COUNTY,2017,7,"11,446","10,997",449,3.9
JO DAVIESS COUNTY,2017,8,"11,321","10,848",473,4.2
JO DAVIESS COUNTY,2017,9,"11,168","10,731",437,3.9
JO DAVIESS COUNTY,2017,10,"11,065","10,638",427,3.9
JO DAVIESS COUNTY,2017,11,"10,801","10,349",452,4.2
JO DAVIESS COUNTY,2017,12,"10,770","10,251",519,4.8
JO DAVIESS COUNTY,2017,13,"11,062","10,566",496,4.5
JOHNSON COUNTY,2017,1,"4,191","3,767",424,10.1
JOHNSON COUNTY,2017,2,"4,224","3,855",369,8.7
JOHNSON COUNTY,2017,3,"4,224","3,899",325,7.7
JOHNSON COUNTY,2017,4,"4,235","3,967",268,6.3
JOHNSON COUNTY,2017,5,"4,143","3,866",277,6.7
JOHNSON COUNTY,2017,6,"4,061","3,756",305,7.5
JOHNSON COUNTY,2017,7,"4,053","3,748",305,7.5
JOHNSON COUNTY,2017,8,"4,054","3,727",327,8.1
JOHNSON COUNTY,2017,9,"4,093","3,818",275,6.7
JOHNSON COUNTY,2017,10,"4,067","3,804",263,6.5
JOHNSON COUNTY,2017,11,"4,060","3,782",278,6.8
JOHNSON COUNTY,2017,12,"4,009","3,707",302,7.5
JOHNSON COUNTY,2017,13,"4,118","3,808",310,7.5
KANE COUNTY,2017,1,"268,484","250,901","17,583",6.5
KANE COUNTY,2017,2,"268,261","252,152","16,109",6
KANE COUNTY,2017,3,"268,932","254,149","14,783",5.5
KANE COUNTY,2017,4,"267,714","256,159","11,555",4.3
KANE COUNTY,2017,5,"267,776","256,732","11,044",4.1
KANE COUNTY,2017,6,"270,338","258,072","12,266",4.5
KANE COUNTY,2017,7,"272,032","259,463","12,569",4.6
KANE COUNTY,2017,8,"269,864","256,637","13,227",4.9
KANE COUNTY,2017,9,"270,149","258,604","11,545",4.3
KANE COUNTY,2017,10,"269,485","258,029","11,456",4.3
KANE COUNTY,2017,11,"270,690","258,831","11,859",4.4
KANE COUNTY,2017,12,"271,245","257,999","13,246",4.9
KANE COUNTY,2017,13,"269,581","256,477","13,104",4.9
KANKAKEE COUNTY,2017,1,"54,856","50,751","4,105",7.5
KANKAKEE COUNTY,2017,2,"54,487","50,830","3,657",6.7
KANKAKEE COUNTY,2017,3,"54,512","51,254","3,258",6
KANKAKEE COUNTY,2017,4,"54,618","51,955","2,663",4.9
KANKAKEE COUNTY,2017,5,"54,389","51,787","2,602",4.8
KANKAKEE COUNTY,2017,6,"54,978","52,129","2,849",5.2
KANKAKEE COUNTY,2017,7,"55,450","52,548","2,902",5.2
KANKAKEE COUNTY,2017,8,"55,247","52,254","2,993",5.4
KANKAKEE COUNTY,2017,9,"55,371","52,705","2,666",4.8
KANKAKEE COUNTY,2017,10,"54,714","52,072","2,642",4.8
KANKAKEE COUNTY,2017,11,"54,755","51,963","2,792",5.1
KANKAKEE COUNTY,2017,12,"54,535","51,468","3,067",5.6
KANKAKEE COUNTY,2017,13,"54,826","51,810","3,016",5.5
KENDALL COUNTY,2017,1,"67,794","64,219","3,575",5.3
KENDALL COUNTY,2017,2,"67,924","64,662","3,262",4.8
KENDALL COUNTY,2017,3,"68,052","65,215","2,837",4.2
KENDALL COUNTY,2017,4,"67,720","64,994","2,726",4
KENDALL COUNTY,2017,5,"67,740","65,108","2,632",3.9
KENDALL COUNTY,2017,6,"69,276","65,943","3,333",4.8
KENDALL COUNTY,2017,7,"69,093","65,874","3,219",4.7
KENDALL COUNTY,2017,8,"68,345","65,084","3,261",4.8
KENDALL COUNTY,2017,9,"67,870","65,130","2,740",4
KENDALL COUNTY,2017,10,"67,730","64,993","2,737",4
KENDALL COUNTY,2017,11,"67,773","65,172","2,601",3.8
KENDALL COUNTY,2017,12,"67,316","64,725","2,591",3.8
KENDALL COUNTY,2017,13,"68,053","65,093","2,960",4.3
KNOX COUNTY,2017,1,"22,773","21,158","1,615",7.1
KNOX COUNTY,2017,2,"22,577","21,139","1,438",6.4
KNOX COUNTY,2017,3,"22,649","21,379","1,270",5.6
KNOX COUNTY,2017,4,"22,565","21,515","1,050",4.7
KNOX COUNTY,2017,5,"22,569","21,584",985,4.4
KNOX COUNTY,2017,6,"22,823","21,727","1,096",4.8
KNOX COUNTY,2017,7,"22,604","21,480","1,124",5
KNOX COUNTY,2017,8,"22,503","21,316","1,187",5.3
KNOX COUNTY,2017,9,"22,558","21,463","1,095",4.9
KNOX COUNTY,2017,10,"22,217","21,152","1,065",4.8
KNOX COUNTY,2017,11,"22,206","21,180","1,026",4.6
KNOX COUNTY,2017,12,"21,958","20,832","1,126",5.1
KNOX COUNTY,2017,13,"22,500","21,327","1,173",5.2
LAKE COUNTY,2017,1,"368,887","346,008","22,879",6.2
LAKE COUNTY,2017,2,"367,658","346,667","20,991",5.7
LAKE COUNTY,2017,3,"367,310","347,902","19,408",5.3
LAKE COUNTY,2017,4,"367,385","352,387","14,998",4.1
LAKE COUNTY,2017,5,"367,308","353,077","14,231",3.9
LAKE COUNTY,2017,6,"377,170","361,335","15,835",4.2
LAKE COUNTY,2017,7,"381,443","365,126","16,317",4.3
LAKE COUNTY,2017,8,"376,717","360,091","16,626",4.4
LAKE COUNTY,2017,9,"374,965","360,268","14,697",3.9
LAKE COUNTY,2017,10,"373,603","358,831","14,772",4
LAKE COUNTY,2017,11,"374,567","359,451","15,116",4
LAKE COUNTY,2017,12,"373,839","356,780","17,059",4.6
LAKE COUNTY,2017,13,"372,571","355,660","16,911",4.5
LASALLE COUNTY,2017,1,"56,582","51,986","4,596",8.1
LASALLE COUNTY,2017,2,"56,421","52,503","3,918",6.9
LASALLE COUNTY,2017,3,"56,469","52,935","3,534",6.3
LASALLE COUNTY,2017,4,"55,942","53,116","2,826",5.1
